question,evaluation,word_tokens,sentiment
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,topics,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,past,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,objects,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,ideas,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,history,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaurs,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,relating,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,modern,positive
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,human,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,culture,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,prehistory,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaurs,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,woolly,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,mammoth,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,animals,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaurs,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaurs,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,taxidermy,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,history,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,nature,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,sort,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,explanatory,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaurs,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,creatures,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,earth,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,plants,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,natural,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,world,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,smithsonian,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,history,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,nature,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,time,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,periods,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dinosaurs,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,plants,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,term,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,bit,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,amorphous,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,natural,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,history,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,nature,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,presume,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,history,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,based,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,written,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,accounts,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,prehistoric,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,evidence,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,fossil,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,remains,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,geology,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,deep,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,time,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,written,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,inferred,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,exploration,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,process,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,scientific,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,discovery,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,dioramas,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,natural,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,history,NA
"General 6: What is the first thing you think of when you hear ""natural history museum?""",Evaluation A,living,NA
